starting_point,destination_point,route_id,transport_type,route_name,route_path,road_distance_km,road_type,highway_number,date,time,weather_condition,temperature_C,traffic_congestion_index,holiday,weekday,season,actual_arrival_delay_min
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-03-30,21:30:00,Heavy Rain,23.7,48.3,0,Sunday,Spring,12.37
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-07-02,12:40:00,Rain,30.2,42.9,0,Wednesday,Monsoon,4.16
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-02-09,13:40:00,Rain,14.5,44.6,0,Sunday,Winter,8.39
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-08-23,15:15:00,Clear,34.4,39.9,1,Saturday,Monsoon,11.3
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-10-04,18:35:00,Clear,27.7,36.6,0,Saturday,Autumn,11.57
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-12-13,07:10:00,Heavy Rain,24.8,40.0,0,Saturday,Winter,15.65
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-04-29,14:35:00,Heavy Rain,23.9,83.3,1,Tuesday,Spring,18.69
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-04-15,19:40:00,Cloudy,31.6,64.2,0,Tuesday,Spring,13.25
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-07-20,14:50:00,Cloudy,23.6,43.1,0,Sunday,Monsoon,7.32
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-09-10,09:55:00,Clear,26.6,69.6,0,Wednesday,Autumn,9.23
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-12-29,06:00:00,Clear,16.1,18.3,0,Monday,Winter,9.47
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-01-10,14:15:00,Heavy Rain,16.7,77.5,0,Friday,Winter,17.21
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-03-28,17:30:00,Clear,25.5,75.9,0,Friday,Spring,16.32
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-04-06,14:15:00,Cloudy,24.3,94.7,0,Sunday,Spring,15.5
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-04-04,22:35:00,Heavy Rain,23.2,70.2,0,Friday,Spring,9.88
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-06-19,15:50:00,Cloudy,27.7,58.7,1,Thursday,Monsoon,14.19
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-11-15,14:15:00,Cloudy,26.3,75.8,0,Saturday,Autumn,8.94
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-01-12,05:50:00,Clear,21.5,37.5,1,Sunday,Winter,11.05
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-10-25,15:50:00,Clear,26.9,42.1,0,Saturday,Autumn,9.67
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-08-14,08:50:00,Clear,32.5,48.7,0,Thursday,Monsoon,12.39
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-08-13,18:00:00,Clear,24.6,77.4,0,Wednesday,Monsoon,12.48
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-09-05,07:15:00,Clear,24.7,32.9,0,Friday,Autumn,11.66
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-02-12,21:05:00,Clear,20.1,30.8,1,Wednesday,Winter,6.33
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-09-30,10:05:00,Clear,27.0,54.7,1,Tuesday,Autumn,8.78
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-04-01,12:00:00,Clear,24.4,64.4,0,Tuesday,Spring,0.48
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-07-08,07:25:00,Storm,31.8,35.9,0,Tuesday,Monsoon,16.66
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-09-05,08:05:00,Clear,24.4,63.4,0,Friday,Autumn,14.16
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-08-09,21:15:00,Cloudy,26.7,77.4,0,Saturday,Monsoon,8.68
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-04-28,10:55:00,Heavy Rain,28.5,74.0,0,Monday,Spring,15.98
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-05-25,14:50:00,Clear,27.0,57.1,0,Sunday,Spring,11.95
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-06-23,22:55:00,Cloudy,27.4,48.2,0,Monday,Monsoon,4.4
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-01-16,16:00:00,Rain,16.3,84.7,0,Thursday,Winter,14.43
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-09-23,05:35:00,Cloudy,22.8,50.3,1,Tuesday,Autumn,10.84
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-02-06,11:35:00,Clear,16.8,68.8,0,Thursday,Winter,6.63
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-06-17,11:05:00,Rain,32.3,89.2,0,Tuesday,Monsoon,14.92
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-08-28,09:50:00,Rain,29.7,66.7,0,Thursday,Monsoon,11.35
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-01-30,09:20:00,Cloudy,20.9,30.1,0,Thursday,Winter,15.29
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-12-30,14:55:00,Clear,19.5,25.2,0,Tuesday,Winter,10.96
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-05-18,11:05:00,Clear,25.2,44.0,0,Sunday,Spring,8.92
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-01-06,10:35:00,Rain,13.1,64.2,0,Monday,Winter,13.09
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-08-29,12:05:00,Clear,26.2,58.9,1,Friday,Monsoon,15.25
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-07-23,11:55:00,Clear,27.0,94.1,0,Wednesday,Monsoon,12.4
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-08-22,09:35:00,Cloudy,26.8,58.7,0,Friday,Monsoon,15.15
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-10-02,13:00:00,Heavy Rain,28.9,43.5,0,Thursday,Autumn,9.46
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-06-23,21:10:00,Clear,31.9,27.3,0,Monday,Monsoon,6.46
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-10-29,14:20:00,Clear,32.6,73.6,0,Wednesday,Autumn,14.7
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-05-16,15:00:00,Cloudy,24.7,49.9,0,Friday,Spring,7.06
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-07-18,22:00:00,Rain,33.8,19.9,0,Friday,Monsoon,4.81
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-02-27,16:55:00,Cloudy,22.8,50.4,0,Thursday,Winter,6.18
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-08-15,09:55:00,Heavy Rain,28.3,30.1,0,Friday,Monsoon,10.56
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-04-06,12:30:00,Clear,28.4,41.5,0,Sunday,Spring,9.92
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-09-12,13:50:00,Clear,29.7,50.1,1,Friday,Autumn,10.53
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-10-20,13:35:00,Cloudy,25.8,31.9,0,Monday,Autumn,9.07
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-11-10,07:00:00,Clear,25.6,40.2,0,Monday,Autumn,6.5
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-12-06,06:40:00,Cloudy,16.1,35.1,1,Saturday,Winter,13.04
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-02-14,11:00:00,Rain,10.9,35.7,0,Friday,Winter,11.8
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-02-20,21:45:00,Clear,18.2,29.8,0,Thursday,Winter,9.64
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-12-05,17:20:00,Rain,15.9,40.3,0,Friday,Winter,9.15
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-05-20,20:05:00,Clear,23.8,32.1,0,Tuesday,Spring,13.61
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-01-10,08:15:00,Cloudy,19.3,61.7,0,Friday,Winter,12.02
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-04-15,12:40:00,Cloudy,22.6,54.0,0,Tuesday,Spring,13.88
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-11-02,15:50:00,Cloudy,28.4,73.9,0,Sunday,Autumn,10.82
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-05-10,12:30:00,Clear,28.5,87.7,1,Saturday,Spring,16.89
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-01-29,12:05:00,Storm,16.8,63.5,0,Wednesday,Winter,16.31
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-09-21,11:50:00,Heavy Rain,25.8,59.0,0,Sunday,Autumn,13.56
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-03-13,05:45:00,Rain,23.4,64.8,1,Thursday,Spring,16.16
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-05-09,20:20:00,Heavy Rain,29.3,59.3,0,Friday,Spring,18.54
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-01-02,21:30:00,Clear,18.6,51.0,0,Thursday,Winter,3.01
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-08-08,06:55:00,Cloudy,29.8,49.4,0,Friday,Monsoon,4.91
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-06-12,12:20:00,Clear,30.5,29.6,0,Thursday,Monsoon,4.6
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-11-13,14:00:00,Heavy Rain,24.1,66.8,0,Thursday,Autumn,15.61
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-05-03,19:05:00,Clear,22.4,49.4,0,Saturday,Spring,9.36
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-03-16,22:35:00,Clear,29.9,79.0,0,Sunday,Spring,13.58
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-03-02,12:55:00,Rain,29.1,68.3,0,Sunday,Spring,13.46
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-03-15,18:40:00,Clear,25.4,37.5,0,Saturday,Spring,11.33
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-06-14,21:35:00,Rain,30.2,74.9,0,Saturday,Monsoon,16.95
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-02-01,19:15:00,Clear,21.8,0.0,0,Saturday,Winter,15.58
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-05-27,10:25:00,Rain,30.4,88.6,0,Tuesday,Spring,14.65
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-11-08,19:00:00,Heavy Rain,24.3,23.2,0,Saturday,Autumn,18.85
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-10-08,12:20:00,Cloudy,21.5,59.9,0,Wednesday,Autumn,10.3
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-08-21,05:35:00,Clear,25.0,58.5,0,Thursday,Monsoon,10.23
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-11-22,18:50:00,Clear,25.1,72.5,0,Saturday,Autumn,10.18
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-10-12,20:55:00,Clear,30.4,43.4,0,Sunday,Autumn,13.01
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-08-27,11:45:00,Clear,26.8,7.1,0,Wednesday,Monsoon,10.07
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-11-12,13:00:00,Cloudy,24.2,43.5,0,Wednesday,Autumn,11.97
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-02-15,11:45:00,Clear,16.1,45.6,0,Saturday,Winter,14.55
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-10-26,07:10:00,Clear,24.4,9.0,1,Sunday,Autumn,17.5
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-04-18,22:35:00,Clear,27.0,50.9,0,Friday,Spring,8.59
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-09-25,05:55:00,Heavy Rain,22.2,28.5,0,Thursday,Autumn,9.96
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-11-30,15:50:00,Clear,29.3,63.0,0,Sunday,Autumn,11.73
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-07-01,05:35:00,Clear,28.6,45.1,0,Tuesday,Monsoon,12.32
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-02-02,17:15:00,Cloudy,25.4,89.2,0,Sunday,Winter,16.08
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-05-16,21:30:00,Clear,23.5,44.9,1,Friday,Spring,12.93
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-05-29,16:40:00,Heavy Rain,31.8,58.6,0,Thursday,Spring,10.85
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-12-08,15:30:00,Clear,22.2,45.7,1,Monday,Winter,7.96
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-12-11,19:20:00,Rain,16.8,17.5,0,Thursday,Winter,6.41
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-07-27,22:20:00,Cloudy,27.8,45.9,1,Sunday,Monsoon,10.83
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-12-13,20:35:00,Rain,15.2,65.1,0,Saturday,Winter,15.94
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-06-09,09:00:00,Rain,26.3,62.0,0,Monday,Monsoon,14.56
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-05-31,15:55:00,Rain,27.0,44.1,0,Saturday,Spring,11.54
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-11-02,19:05:00,Cloudy,26.1,20.9,0,Sunday,Autumn,10.07
